Contracts,Order No.,Transaction Time(UTC+0),Leverage,Direction,Order Type,Filled Type,Filled Qty,Filled Price,Order Price,Trading Fee Rate,Fees Paid,Transaction ID
BTCUSDT,850-Sell,2022-05-03 08:00:00,7,Open Short,--,Funding,0.922,38557.84,0.00,-0.0001,-3.55503284,2efbb2e6
SANDUSDT,850-Sell,2022-05-03 08:00:00,7,Open Short,--,Funding,6840,2.1475,0.0000,-0.0001,-1.46889,898fa4d6
ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,4129.5,0.7190,Market,0.0006,1.7814663,dc1064aa
ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,72.6,0.7190,Market,0.0006,0.03131964,82cbf27c
ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,3797.7,0.7190,Market,0.0006,1.63832778,a80c401c
ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,74.4,0.7190,Market,0.0006,0.03209616,437fe56b
ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,7924,0.7190,Market,0.0006,3.4184136,d34ebcc5
ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,853.4,0.7190,Market,0.0006,0.36815676,6a7f2c39
ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,3485.4,0.7190,Market,0.0006,1.50360156,5681850f
ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,1410,0.7190,Market,0.0006,0.608274,674a48c5
ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,161.6,0.7190,Market,0.0006,0.06971424,b6a58f9a
ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,128.4,0.7190,Market,0.0006,0.05539176,1d65dec1
ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,38.2,0.7190,Market,0.0006,0.01647948,b5338e0c
ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,7.8,0.7190,Market,0.0006,0.00336492,37111f54
ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,2.8,0.7190,Market,0.0006,0.00120792,881b726e
ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,100.1,0.7190,Market,0.0006,0.04318314,b5e04a99
ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,200,0.7190,Market,0.0006,0.08628,402ab718
ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,265.8,0.7185,Market,0.0006,0.11458638,2aa09387
ALGOUSDT,6fa4c808,2022-05-03 02:37:57,10,Open Short,Limit,Trade,1396.8,0.6710,0.6710,0.0001,0.09372528,e22d3ec2
ALGOUSDT,6fa4c808,2022-05-03 02:37:57,10,Open Short,Limit,Trade,1,0.6710,0.6710,0.0001,6.71e-05,2b9b8bbd
ALGOUSDT,6fa4c808,2022-05-03 02:37:57,10,Open Short,Limit,Trade,1394.3,0.6710,0.6710,0.0001,0.09355753,8d5910b4
ALGOUSDT,6fa4c808,2022-05-03 02:37:57,10,Open Short,Limit,Trade,3751.3,0.6710,0.6710,0.0001,0.25171223,cd691e3b
ALGOUSDT,6fa4c808,2022-05-03 02:37:57,10,Open Short,Limit,Trade,3572.5,0.6710,0.6710,0.0001,0.23971475,964bf0bb
ALGOUSDT,6fa4c808,2022-05-03 02:37:57,10,Open Short,Limit,Trade,2781,0.6710,0.6710,0.0001,0.1866051,9273bef4
ALGOUSDT,6fa4c808,2022-05-03 02:37:57,10,Open Short,Limit,Trade,8504.8,0.6710,0.6710,0.0001,0.57067208,12a4c9ab
ALGOUSDT,6fa4c808,2022-05-03 02:34:39,10,Open Short,Limit,Trade,250,0.6710,0.6710,0.0001,0.016775,6b6f6e69
ALGOUSDT,6fa4c808,2022-05-03 02:34:39,10,Open Short,Limit,Trade,1000,0.6710,0.6710,0.0001,0.0671,1541ebb6
SANDUSDT,850-Sell,2022-05-03 00:00:00,7,Open Short,--,Funding,6840,2.1123,0.0000,0.00041011,5.92532342,f7aef77f
BCHUSDT,850-Sell,2022-05-03 00:00:00,10,Open Short,--,Funding,221.27,285.05,0.00,1.367e-05,0.8622081,1749f605
BTCUSDT,850-Sell,2022-05-03 00:00:00,7,Open Short,--,Funding,0.922,38525.23,0.00,-0.0001,-3.5520262,a5ecbe10
BTCUSDT,850-Sell,2022-05-02 16:00:00,7,Open Short,--,Funding,0.922,38695.91,0.00,4.916e-05,1.75391225,2fe0e519
BCHUSDT,850-Sell,2022-05-02 16:00:00,10,Open Short,--,Funding,221.27,284.85,0.00,-5.916e-05,-3.72878141,0dbe25a5
SANDUSDT,850-Sell,2022-05-02 16:00:00,7,Open Short,--,Funding,6840,2.0957,0.0000,-2.829e-05,-0.40552549,659e9e02
BTCUSDT,850-Sell,2022-05-02 08:00:00,7,Open Short,--,Funding,0.922,38878.95,0.00,-6.477e-05,-2.3217708,5e6e1ca4
SANDUSDT,850-Sell,2022-05-02 08:00:00,7,Open Short,--,Funding,6840,2.1089,0.0000,0.00012918,1.86340549,3fb9b226
BCHUSDT,850-Sell,2022-05-02 08:00:00,10,Open Short,--,Funding,221.27,285.86,0.00,-7.22e-05,-4.56681188,5cbf9ab2
BTCUSDT,850-Sell,2022-05-02 00:00:00,7,Open Short,--,Funding,0.922,38474.35,0.00,-2.844e-05,-1.00886209,b7c102af
SANDUSDT,850-Sell,2022-05-02 00:00:00,7,Open Short,--,Funding,6840,2.1434,0.0000,0.00031417,4.60600113,3eb5d4ab
BCHUSDT,850-Sell,2022-05-02 00:00:00,10,Open Short,--,Funding,221.27,284.01,0.00,-0.0001,-6.28428927,c0965923
BTCUSDT,850-Sell,2022-05-01 16:00:00,7,Open Short,--,Funding,0.922,38490.27,0.00,-7.556e-05,-2.68147546,971d7d18
SANDUSDT,850-Sell,2022-05-01 16:00:00,7,Open Short,--,Funding,6840,2.1337,0.0000,0.00056768,8.28501031,aa522cbe
BCHUSDT,850-Sell,2022-05-01 16:00:00,10,Open Short,--,Funding,221.27,283.13,0.00,-0.0001,-6.26481751,066ac719
SANDUSDT,850-Sell,2022-05-01 08:00:00,7,Open Short,--,Funding,6840,2.0223,0.0000,0.0004805,6.64653163,2c6c35c9
BTCUSDT,850-Sell,2022-05-01 08:00:00,7,Open Short,--,Funding,0.922,37969.98,0.00,-8.961e-05,-3.13709569,d1e86f34
BCHUSDT,850-Sell,2022-05-01 08:00:00,10,Open Short,--,Funding,221.27,276.76,0.00,-0.0001,-6.12386852,bc0046e8
BTCUSDT,850-Sell,2022-05-01 00:00:00,7,Open Short,--,Funding,0.922,37630.70,0.00,-0.0001,-3.46955054,4ed3765f
BCHUSDT,850-Sell,2022-05-01 00:00:00,10,Open Short,--,Funding,221.27,277.71,0.00,-8.236e-05,-5.06093072,85947287
SANDUSDT,850-Sell,2022-05-01 00:00:00,7,Open Short,--,Funding,6840,1.9651,0.0000,0.00040102,5.39022371,459ffa75
BTCUSDT,850-Sell,2022-04-30 16:00:00,7,Open Short,--,Funding,0.922,38468.64,0.00,0.00013118,4.65270354,944c6b72
BCHUSDT,850-Sell,2022-04-30 16:00:00,10,Open Short,--,Funding,221.27,289.32,0.00,-0.0001,-6.40178364,3ba0ccf0
SANDUSDT,850-Sell,2022-04-30 16:00:00,7,Open Short,--,Funding,6840,2.1969,0.0000,-1.481e-05,-0.22254684,263a3e6b
BTCUSDT,850-Sell,2022-04-30 08:00:00,7,Open Short,--,Funding,0.922,38650.54,0.00,6.815e-05,2.42857963,e9a88e92
BCHUSDT,850-Sell,2022-04-30 08:00:00,10,Open Short,--,Funding,221.27,295.95,0.00,-0.0001,-6.54848565,492fb0cb
SANDUSDT,850-Sell,2022-04-30 08:00:00,7,Open Short,--,Funding,6840,2.3060,0.0000,0.0004567,7.20354737,233f6ad3
FTTUSDT,dd0c0795,2022-04-30 00:31:56,10,Close Short,Market,Trade,213.7,38.98,Market,0.0006,4.9980156,1acdbf29
FTTUSDT,dd0c0795,2022-04-30 00:31:56,10,Close Short,Market,Trade,0.4,38.98,Market,0.0006,0.0093552,9e30bdd9
FTTUSDT,dd0c0795,2022-04-30 00:31:56,10,Close Short,Market,Trade,34,38.97,Market,0.0006,0.794988,7c494aa5
FTTUSDT,dd0c0795,2022-04-30 00:31:56,10,Close Short,Market,Trade,10,38.97,Market,0.0006,0.23382,ca040de7
FTTUSDT,dd0c0795,2022-04-30 00:31:56,10,Close Short,Market,Trade,13.5,38.97,Market,0.0006,0.315657,3ae9ccc1
FTTUSDT,dd0c0795,2022-04-30 00:31:56,10,Close Short,Market,Trade,8.4,38.97,Market,0.0006,0.1964088,1b0adc0a
FTTUSDT,dd0c0795,2022-04-30 00:31:56,10,Close Short,Market,Trade,53.7,38.97,Market,0.0006,1.2556134,adc09c83
FTTUSDT,dd0c0795,2022-04-30 00:31:56,10,Close Short,Market,Trade,38.6,38.96,Market,0.0006,0.9023136,e4ba766f
FTTUSDT,dd0c0795,2022-04-30 00:31:56,10,Close Short,Market,Trade,2.9,38.96,Market,0.0006,0.0677904,abc1fd7d
FTTUSDT,dd0c0795,2022-04-30 00:31:56,10,Close Short,Market,Trade,32.1,38.96,Market,0.0006,0.7503696,c4cafab3
FTTUSDT,dd0c0795,2022-04-30 00:31:56,10,Close Short,Market,Trade,2,38.96,Market,0.0006,0.046752,718489cd
FTTUSDT,dd0c0795,2022-04-30 00:31:56,10,Close Short,Market,Trade,20.5,38.96,Market,0.0006,0.479208,0bd59127
FTTUSDT,dd0c0795,2022-04-30 00:31:56,10,Close Short,Market,Trade,25.7,38.96,Market,0.0006,0.6007632,f1f7bcd8
FTTUSDT,dd0c0795,2022-04-30 00:31:56,10,Close Short,Market,Trade,22,38.95,Market,0.0006,0.51414,a87c3353
FTTUSDT,dd0c0795,2022-04-30 00:31:56,10,Close Short,Market,Trade,12.8,38.95,Market,0.0006,0.299136,ccd25fe7
FTTUSDT,dd0c0795,2022-04-30 00:31:56,10,Close Short,Market,Trade,15.2,38.95,Market,0.0006,0.355224,6e096305
FTTUSDT,dd0c0795,2022-04-30 00:31:56,10,Close Short,Market,Trade,90.3,38.95,Market,0.0006,2.110311,d3deb38f
FTTUSDT,dd0c0795,2022-04-30 00:31:56,10,Close Short,Market,Trade,5.8,38.94,Market,0.0006,0.1355112,8a3e5cb0
FTTUSDT,dd0c0795,2022-04-30 00:31:56,10,Close Short,Market,Trade,21.2,38.93,Market,0.0006,0.4951896,0b03263f
FTTUSDT,dd0c0795,2022-04-30 00:31:56,10,Close Short,Market,Trade,12.9,38.93,Market,0.0006,0.3013182,1e9d3c07
FTTUSDT,dd0c0795,2022-04-30 00:31:56,10,Close Short,Market,Trade,26.9,38.92,Market,0.0006,0.6281688,f757a42d
BTCUSDT,850-Sell,2022-04-30 00:00:00,7,Open Short,--,Funding,0.922,38593.63,0.00,-6.625e-05,-2.3573954,6d82a792
FTTUSDT,850-Sell,2022-04-30 00:00:00,10,Open Short,--,Funding,662.6,38.78,0.00,3.543e-05,0.91039611,c4eba1ce
BCHUSDT,850-Sell,2022-04-30 00:00:00,10,Open Short,--,Funding,221.27,294.71,0.00,-0.0001,-6.52104817,a798f7e0
SANDUSDT,850-Sell,2022-04-30 00:00:00,7,Open Short,--,Funding,6840,2.3026,0.0000,0.0002653,4.1784177,196bc902
FTTUSDT,75904b40,2022-04-29 17:26:28,10,Open Short,Limit,Trade,3,39.03,39.03,0.0001,0.011709,ceabfa4e
FTTUSDT,75904b40,2022-04-29 17:25:56,10,Open Short,Limit,Trade,1.7,39.03,39.03,0.0001,0.0066351,15274140
FTTUSDT,75904b40,2022-04-29 17:25:42,10,Open Short,Limit,Trade,0.5,39.03,39.03,0.0001,0.0019515,03a3779d
FTTUSDT,75904b40,2022-04-29 17:25:25,10,Open Short,Limit,Trade,0.1,39.03,39.03,0.0001,0.0003903,d2ea1213
FTTUSDT,75904b40,2022-04-29 17:25:25,10,Open Short,Limit,Trade,10.9,39.03,39.03,0.0001,0.0425427,c805da88
FTTUSDT,75904b40,2022-04-29 17:25:25,10,Open Short,Limit,Trade,10.4,39.03,39.03,0.0001,0.0405912,23cdd47e
FTTUSDT,75904b40,2022-04-29 17:25:25,10,Open Short,Limit,Trade,4.7,39.03,39.03,0.0001,0.0183441,fcfdaa1b
FTTUSDT,75904b40,2022-04-29 17:25:25,10,Open Short,Limit,Trade,17.2,39.03,39.03,0.0001,0.0671316,54e16182
FTTUSDT,75904b40,2022-04-29 17:25:24,10,Open Short,Limit,Trade,28,39.03,39.03,0.0001,0.109284,9ed79240
FTTUSDT,75904b40,2022-04-29 17:25:24,10,Open Short,Limit,Trade,25.3,39.03,39.03,0.0001,0.0987459,c6a46fd4
FTTUSDT,75904b40,2022-04-29 17:25:24,10,Open Short,Limit,Trade,32.5,39.03,39.03,0.0001,0.1268475,7e59cb28
FTTUSDT,75904b40,2022-04-29 17:24:09,10,Open Short,Limit,Trade,528.3,39.03,39.03,0.0001,2.0619549,1acce056
BTCUSDT,850-Sell,2022-04-29 16:00:00,7,Open Short,--,Funding,0.922,39005.89,0.00,-0.0001,-3.59634305,af46b644
BCHUSDT,850-Sell,2022-04-29 16:00:00,10,Open Short,--,Funding,221.27,301.81,0.00,-0.0001,-6.67814987,24000445
SANDUSDT,850-Sell,2022-04-29 16:00:00,7,Open Short,--,Funding,6840,2.3809,0.0000,-0.0001,-1.6285356,5fdd5594
SANDUSDT,850-Sell,2022-04-29 08:00:00,7,Open Short,--,Funding,6840,2.4802,0.0000,-7.478e-05,-1.26861039,0966efa3
BTCUSDT,850-Sell,2022-04-29 08:00:00,7,Open Short,--,Funding,0.922,39609.71,0.00,-0.0001,-3.65201526,f1efdf8a
BCHUSDT,850-Sell,2022-04-29 08:00:00,10,Open Short,--,Funding,221.27,307.55,0.00,-0.0001,-6.80515885,331253a6
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,179.1,6.545,Market,0.0006,0.7033257,504bb2f2
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,111.8,6.545,Market,0.0006,0.4390386,5d7f00a2
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,123.1,6.545,Market,0.0006,0.4834137,3c66dc48
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,0.7,6.545,Market,0.0006,0.0027489,ca2993f0
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,0.1,6.545,Market,0.0006,0.0003927,a3f9d39d
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,20,6.545,Market,0.0006,0.07854,d14c004b
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,2300,6.540,Market,0.0006,9.0252,7304b3db
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,245.3,6.540,Market,0.0006,0.9625572,731bcf73
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,8,6.540,Market,0.0006,0.031392,b5086281
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,166.7,6.535,Market,0.0006,0.6536307,a03d8bd6
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,100.4,6.530,Market,0.0006,0.3933672,bb28ce8b
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,454,6.530,Market,0.0006,1.778772,e34f7859
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,308.1,6.530,Market,0.0006,1.2071358,3c3a5f7c
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,350.3,6.525,Market,0.0006,1.3714245,d07b6128
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,108.2,6.525,Market,0.0006,0.423603,d23b0e39
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,148.3,6.520,Market,0.0006,0.5801496,7770bcc0
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,4.6,6.520,Market,0.0006,0.0179952,635b1851
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,0.3,6.520,Market,0.0006,0.0011736,471053f4
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,40,6.520,Market,0.0006,0.15648,a30cbabe
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,45,6.515,Market,0.0006,0.175905,a2052600
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,30.4,6.515,Market,0.0006,0.1188336,84fb0495
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,50.4,6.515,Market,0.0006,0.1970136,f2a503cc
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,94.2,6.510,Market,0.0006,0.3679452,b66b2e81
ALICEUSDT,7606efe1,2022-04-29 07:37:46,7,Close Short,Market,Trade,111,6.505,Market,0.0006,0.433233,6c9badd4
BTCUSDT,850-Sell,2022-04-29 00:00:00,7,Open Short,--,Funding,0.922,39743.44,0.00,-0.0001,-3.66434516,e4025450
SANDUSDT,850-Sell,2022-04-29 00:00:00,7,Open Short,--,Funding,6840,2.5045,0.0000,-9.474e-05,-1.62297009,7a87468c
BCHUSDT,850-Sell,2022-04-29 00:00:00,10,Open Short,--,Funding,221.27,306.49,0.00,-0.0001,-6.78170423,41b3d3e1
ALICEUSDT,850-Sell,2022-04-29 00:00:00,7,Open Short,--,Funding,5000,6.244,0.000,-0.0001,-3.122,0d5ae905
BTCUSDT,850-Sell,2022-04-28 16:00:00,7,Open Short,--,Funding,0.922,39469.21,0.00,0.0001296,4.71622327,c1486526
SANDUSDT,850-Sell,2022-04-28 16:00:00,7,Open Short,--,Funding,6840,2.4885,0.0000,-0.0001,-1.702134,99d5f35c
BCHUSDT,850-Sell,2022-04-28 16:00:00,10,Open Short,--,Funding,221.27,307.16,0.00,-0.0001,-6.79652932,4b60de4b
ALICEUSDT,850-Sell,2022-04-28 16:00:00,7,Open Short,--,Funding,5000,6.138,0.000,-0.0001,-3.069,46b8b575
ALICEUSDT,47b85097,2022-04-28 08:40:30,7,Open Short,Limit,Trade,770.1,6.250,6.250,0.0001,0.4813125,08d92dec
ALICEUSDT,47b85097,2022-04-28 08:40:30,7,Open Short,Limit,Trade,490.1,6.250,6.250,0.0001,0.3063125,5153b8dd
ALICEUSDT,47b85097,2022-04-28 08:40:30,7,Open Short,Limit,Trade,950,6.250,6.250,0.0001,0.59375,bb792041
ALICEUSDT,47b85097,2022-04-28 08:40:30,7,Open Short,Limit,Trade,950,6.250,6.250,0.0001,0.59375,61dc05ed
ALICEUSDT,47b85097,2022-04-28 08:40:30,7,Open Short,Limit,Trade,475.8,6.250,6.250,0.0001,0.297375,74554aeb
ALICEUSDT,47b85097,2022-04-28 08:40:30,7,Open Short,Limit,Trade,264,6.250,6.250,0.0001,0.165,4b1f52e4
ALICEUSDT,47b85097,2022-04-28 08:40:30,7,Open Short,Limit,Trade,181.9,6.250,6.250,0.0001,0.1136875,e15425cc
ALICEUSDT,47b85097,2022-04-28 08:40:30,7,Open Short,Limit,Trade,183,6.250,6.250,0.0001,0.114375,40cc57ed
ALICEUSDT,47b85097,2022-04-28 08:40:30,7,Open Short,Limit,Trade,351.4,6.250,6.250,0.0001,0.219625,cc3f16d5
ALICEUSDT,47b85097,2022-04-28 08:40:30,7,Open Short,Limit,Trade,198.6,6.250,6.250,0.0001,0.124125,f42d8129
ALICEUSDT,47b85097,2022-04-28 08:40:30,7,Open Short,Limit,Trade,185.1,6.250,6.250,0.0001,0.1156875,ffffccb2
BCHUSDT,850-Sell,2022-04-28 08:00:00,10,Open Short,--,Funding,221.27,306.88,0.00,-6.47e-05,-4.39334594,94d53972
BTCUSDT,850-Sell,2022-04-28 08:00:00,7,Open Short,--,Funding,0.922,39394.67,0.00,-0.0001,-3.63218857,a39e3e3d
SANDUSDT,850-Sell,2022-04-28 08:00:00,7,Open Short,--,Funding,6840,2.5453,0.0000,8.366e-05,1.45650822,6e68feb9
BCHUSDT,850-Sell,2022-04-28 00:00:00,10,Open Short,--,Funding,221.27,307.25,0.00,-0.0001,-6.79852075,34659c74
SANDUSDT,850-Sell,2022-04-28 00:00:00,7,Open Short,--,Funding,6840,2.5302,0.0000,1.867e-05,0.32311363,1d636327
BTCUSDT,850-Sell,2022-04-28 00:00:00,7,Open Short,--,Funding,0.922,39235.34,0.00,7.427e-05,2.68671603,e2f75e38
BCHUSDT,c065e9d1,2022-04-27 23:18:24,10,Open Short,Limit,Trade,115.21,306.90,306.90,0.0001,3.5357949,cdbb2599
BCHUSDT,c065e9d1,2022-04-27 23:18:14,10,Open Short,Limit,Trade,8.81,306.90,306.90,0.0001,0.2703789,c50218e4
BCHUSDT,c065e9d1,2022-04-27 23:18:11,10,Open Short,Limit,Trade,7.11,306.90,306.90,0.0001,0.2182059,e5fab252
BCHUSDT,c065e9d1,2022-04-27 23:18:11,10,Open Short,Limit,Trade,6.85,306.90,306.90,0.0001,0.2102265,9b750863
BCHUSDT,c065e9d1,2022-04-27 23:18:11,10,Open Short,Limit,Trade,5,306.90,306.90,0.0001,0.15345,8c974d41
BCHUSDT,c065e9d1,2022-04-27 23:18:10,10,Open Short,Limit,Trade,11.89,306.90,306.90,0.0001,0.3649041,c2edfd21
BCHUSDT,c065e9d1,2022-04-27 23:18:10,10,Open Short,Limit,Trade,2.73,306.90,306.90,0.0001,0.0837837,030ff617
BCHUSDT,c065e9d1,2022-04-27 23:17:40,10,Open Short,Limit,Trade,60.1,306.90,306.90,0.0001,1.844469,9827cf11
BCHUSDT,c065e9d1,2022-04-27 22:52:15,10,Open Short,Limit,Trade,0.06,306.90,306.90,0.0001,0.0018414,5c75140f
BCHUSDT,c065e9d1,2022-04-27 22:52:05,10,Open Short,Limit,Trade,3.51,306.90,306.90,0.0001,0.1077219,41ec248b
SANDUSDT,850-Sell,2022-04-27 16:00:00,7,Open Short,--,Funding,6840,2.5230,0.0000,0.00034655,5.98052425,4f31021a
BTCUSDT,850-Sell,2022-04-27 16:00:00,7,Open Short,--,Funding,0.922,39003.67,0.00,7e-07,0.02517297,05397816
BTCUSDT,850-Sell,2022-04-27 08:00:00,7,Open Short,--,Funding,0.922,39033.25,0.00,-4.173e-05,-1.50180663,0ad98eca
SANDUSDT,850-Sell,2022-04-27 08:00:00,7,Open Short,--,Funding,6840,2.5604,0.0000,0.00018438,3.22907202,b354fabd
BTCUSDT,850-Sell,2022-04-27 00:00:00,7,Open Short,--,Funding,0.922,38113.44,0.00,-0.0001,-3.51405916,34fda860
SANDUSDT,850-Sell,2022-04-27 00:00:00,7,Open Short,--,Funding,6840,2.4789,0.0000,-0.0001,-1.6955676,7a039369
LTCUSDT,66cc3c2b,2022-04-26 23:18:13,7,Close Short,Market,Trade,44.9,97.18,Market,0.0006,2.6180292,d549cc2c
LTCUSDT,66cc3c2b,2022-04-26 23:18:13,7,Close Short,Market,Trade,98.6,97.18,Market,0.0006,5.7491688,27f920cc
LTCUSDT,66cc3c2b,2022-04-26 23:18:13,7,Close Short,Market,Trade,2.4,97.18,Market,0.0006,0.1399392,a588e2fc
LTCUSDT,66cc3c2b,2022-04-26 23:18:13,7,Close Short,Market,Trade,19.1,97.18,Market,0.0006,1.1136828,c24c8444
LTCUSDT,66cc3c2b,2022-04-26 23:18:13,7,Close Short,Market,Trade,7.8,97.17,Market,0.0006,0.4547556,9b0029a0
LTCUSDT,66cc3c2b,2022-04-26 23:18:13,7,Close Short,Market,Trade,6.4,97.17,Market,0.0006,0.3731328,e55dd6ee
LTCUSDT,66cc3c2b,2022-04-26 23:18:13,7,Close Short,Market,Trade,7.2,97.17,Market,0.0006,0.4197744,125db41a
LTCUSDT,66cc3c2b,2022-04-26 23:18:13,7,Close Short,Market,Trade,2.9,97.17,Market,0.0006,0.1690758,546b5fd9
LTCUSDT,66cc3c2b,2022-04-26 23:18:13,7,Close Short,Market,Trade,3,97.16,Market,0.0006,0.174888,b820b605
LTCUSDT,66cc3c2b,2022-04-26 23:18:13,7,Close Short,Market,Trade,2.5,97.15,Market,0.0006,0.145725,cb137412
LTCUSDT,66cc3c2b,2022-04-26 23:18:13,7,Close Short,Market,Trade,2.5,97.15,Market,0.0006,0.145725,9056bebc
LTCUSDT,66cc3c2b,2022-04-26 23:18:13,7,Close Short,Market,Trade,1.6,97.15,Market,0.0006,0.093264,909ed04e
LTCUSDT,66cc3c2b,2022-04-26 23:18:13,7,Close Short,Market,Trade,13,97.14,Market,0.0006,0.757692,e8391c23
LTCUSDT,66cc3c2b,2022-04-26 23:18:13,7,Close Short,Market,Trade,4.4,97.14,Market,0.0006,0.2564496,4eeb9daa
LTCUSDT,66cc3c2b,2022-04-26 23:18:13,7,Close Short,Market,Trade,5.2,97.14,Market,0.0006,0.3030768,56df1c21
LTCUSDT,66cc3c2b,2022-04-26 23:18:13,7,Close Short,Market,Trade,2.2,97.13,Market,0.0006,0.1282116,0ee64430
LTCUSDT,66cc3c2b,2022-04-26 23:18:13,7,Close Short,Market,Trade,0.5,97.13,Market,0.0006,0.029139,ec95435d
LTCUSDT,66cc3c2b,2022-04-26 23:18:13,7,Close Short,Market,Trade,0.4,97.11,Market,0.0006,0.0233064,40dd0cd2
LTCUSDT,66cc3c2b,2022-04-26 23:18:13,7,Close Short,Market,Trade,24,97.11,Market,0.0006,1.398384,69c4ef34
LTCUSDT,66cc3c2b,2022-04-26 23:18:13,7,Close Short,Market,Trade,24,97.09,Market,0.0006,1.398096,97346cdd
LTCUSDT,66cc3c2b,2022-04-26 23:18:13,7,Close Short,Market,Trade,17.4,97.09,Market,0.0006,1.0136196,a20fb198
BTCUSDT,850-Sell,2022-04-26 16:00:00,7,Open Short,--,Funding,0.922,38564.74,0.00,-0.0001,-3.55566902,5a8ce38a
SANDUSDT,850-Sell,2022-04-26 16:00:00,7,Open Short,--,Funding,6840,2.5629,0.0000,-0.0001,-1.7530236,342b9249
LTCUSDT,850-Sell,2022-04-26 16:00:00,7,Open Short,--,Funding,290,100.45,0.00,-0.0001,-2.91305,d889ba7f
LTCUSDT,850-Sell,2022-04-26 08:00:00,7,Open Short,--,Funding,290,104.03,0.00,-0.0001,-3.01687,796255ca
BTCUSDT,850-Sell,2022-04-26 08:00:00,7,Open Short,--,Funding,0.922,40584.20,0.00,-0.0001,-3.74186324,23d4574b
SANDUSDT,850-Sell,2022-04-26 08:00:00,7,Open Short,--,Funding,6840,2.7014,0.0000,6.062e-05,1.12011066,5e563c6b
SANDUSDT,850-Sell,2022-04-26 00:00:00,7,Open Short,--,Funding,6840,2.7172,0.0000,-0.0001,-1.8585648,f629a061
BTCUSDT,850-Sell,2022-04-26 00:00:00,7,Open Short,--,Funding,0.922,40426.30,0.00,-3.481e-05,-1.29747482,1fef28b2
LTCUSDT,850-Sell,2022-04-26 00:00:00,7,Open Short,--,Funding,290,104.56,0.00,3.792e-05,1.14982541,5bd049b1
SANDUSDT,9171777b,2022-04-25 18:53:12,7,Open Short,Limit,Trade,1810,2.6900,2.6900,0.0001,0.48689,3dd7a0de
SANDUSDT,9171777b,2022-04-25 18:53:12,7,Open Short,Limit,Trade,1949,2.6900,2.6900,0.0001,0.524281,58ac2d6f
SANDUSDT,9171777b,2022-04-25 18:53:12,7,Open Short,Limit,Trade,3081,2.6900,2.6900,0.0001,0.828789,7b8a0318
